,interest,vaccancy,cpi,price,value,adj_price
2015-01-31,3.66,7.1,234.747,183500.0,174121.80914577667,78169.26307897439
2015-02-07,3.59,7.1,235.342,180000.0,174321.8216885435,76484.43541739255
2015-02-14,3.69,7.1,235.342,185600.0,174321.8216885435,78863.95118593366
2015-02-21,3.76,7.1,235.342,189000.0,174321.8216885435,80308.65718826218
2015-02-28,3.8,7.1,235.342,195000.0,174321.8216885435,82858.13836884193
2015-03-07,3.75,7.1,235.976,193000.0,175583.33232108716,81787.97843848527
2015-03-14,3.86,7.1,235.976,194000.0,175583.33232108716,82211.75034749297
2015-03-21,3.78,7.1,235.976,195000.0,175583.33232108716,82635.52225650067
2015-03-28,3.69,7.1,235.976,195000.0,175583.33232108716,82635.52225650067
2015-04-04,3.7,6.8,236.222,200000.0,177412.69200885488,84666.11915909611
2015-04-11,3.66,6.8,236.222,197000.0,177412.69200885488,83396.12737170966
2015-04-18,3.67,6.8,236.222,200000.0,177412.69200885488,84666.11915909611
2015-04-25,3.65,6.8,236.222,198900.0,177412.69200885488,84200.45550372107
2015-05-02,3.68,6.8,236.222,204000.0,179960.04658528545,86359.44154227803
2015-05-09,3.8,6.8,237.001,203000.0,179960.04658528545,85653.64703102519
2015-05-16,3.85,6.8,237.001,206000.0,179960.04658528545,86919.46447483344
2015-05-23,3.84,6.8,237.001,209000.0,179960.04658528545,88185.28191864169
2015-05-30,3.87,6.8,237.001,212500.0,179960.04658528545,89662.06893641799
2015-06-06,3.87,6.8,237.657,210000.0,182097.7001404221,88362.64027569143
2015-06-13,4.04,6.8,237.657,212500.0,182097.7001404221,89414.57646944966
2015-06-20,4.0,6.8,237.657,215000.0,182097.7001404221,90466.51266320789
2015-06-27,4.02,6.8,237.657,215000.0,182097.7001404221,90466.51266320789
2015-07-04,4.08,7.3,238.034,215000.0,184182.86703299376,90323.23113504793
2015-07-11,4.04,7.3,238.034,211000.0,184182.86703299376,88642.79892788426
2015-07-18,4.09,7.3,238.034,215000.0,184182.86703299376,90323.23113504793
2015-07-25,4.04,7.3,238.034,209500.0,184182.86703299376,88012.63685019787
2015-08-01,3.98,7.3,238.034,212000.0,185810.37661769715,89062.90697967517
2015-08-08,3.91,7.3,238.033,209000.0,185810.37661769715,87802.95169157219
2015-08-15,3.94,7.3,238.033,210000.0,185810.37661769715,88223.06150827828
2015-08-22,3.93,7.3,238.033,209500.0,185810.37661769715,88013.00659992523
2015-08-29,3.84,7.3,238.033,206000.0,185810.37661769715,86542.62224145392
2015-09-05,3.89,7.3,237.498,205000.0,186748.58576353992,86316.51634961137
2015-09-12,3.9,7.3,237.498,202500.0,186748.58576353992,85263.87590632343
2015-09-19,3.91,7.3,237.498,204500.0,186748.58576353992,86105.98826095377
2015-09-26,3.86,7.3,237.498,200000.0,186748.58576353992,84211.23546303548
2015-10-03,3.85,7.0,237.733,200000.0,187292.62156576957,84127.9923275271
2015-10-10,3.76,7.0,237.733,198000.0,187292.62156576957,83286.71240425183
2015-10-17,3.82,7.0,237.733,200000.0,187292.62156576957,84127.9923275271
2015-10-24,3.79,7.0,237.733,198900.0,187292.62156576957,83665.2883697257
2015-10-31,3.76,7.0,237.733,200000.0,187292.62156576957,84127.9923275271
2015-11-07,3.87,7.0,238.017,195000.0,187313.2160416064,81926.92118630181
2015-11-14,3.98,7.0,238.017,195500.0,187313.2160416064,82136.99021498465
2015-11-21,3.97,7.0,238.017,200500.0,187313.2160416064,84237.6805018129
2015-12-05,3.93,7.0,237.761,205000.0,187300.4501633761,86221.03709186957
2015-12-12,3.95,7.0,237.761,205000.0,187300.4501633761,86221.03709186957
2015-12-19,3.97,7.0,237.761,205000.0,187300.4501633761,86221.03709186957
2015-12-26,3.96,7.0,237.761,200000.0,187300.4501633761,84118.08496767763
2016-01-02,4.01,7.0,237.761,200000.0,187361.64432648808,84118.08496767763
2016-01-09,3.97,7.0,237.652,196000.0,187361.64432648808,82473.53272852744
2016-01-16,3.92,7.0,237.652,200000.0,187361.64432648808,84156.6660495178
2016-01-23,3.81,7.0,237.652,199000.0,187361.64432648808,83735.88271927019
2016-01-30,3.79,7.0,237.652,195000.0,187361.64432648808,82052.74939827985
2016-02-06,3.72,7.0,237.336,192000.0,187520.58810194008,80897.9674385681
2016-02-13,3.65,7.0,237.336,192500.0,187520.58810194008,81108.6392287727
2016-02-20,3.65,7.0,237.336,195000.0,187520.58810194008,82161.99817979573
2016-02-27,3.62,7.0,237.336,196500.0,187520.58810194008,82794.01355040955
2016-03-05,3.64,7.0,238.08,199000.0,188103.20122926723,83585.34946236559
2016-03-12,3.68,7.0,238.08,200000.0,188103.20122926723,84005.37634408602
2016-03-19,3.73,7.0,238.08,200000.0,188103.20122926723,84005.37634408602
2016-03-26,3.71,7.0,238.08,204000.0,188103.20122926723,85685.48387096773
2016-04-02,3.71,7.0,238.08,205000.0,190271.12828271725,86105.51075268816
2016-04-09,3.59,6.7,238.992,205000.0,190271.12828271725,85776.92977170784
2016-04-16,3.58,6.7,238.992,209000.0,190271.12828271725,87450.62596237531
2016-04-23,3.59,6.7,238.992,210000.0,190271.12828271725,87869.05001004218
2016-04-30,3.66,6.7,238.992,212000.0,190271.12828271725,88705.8981053759
2016-05-07,3.61,6.7,239.557,210000.0,192720.7482377189,87661.80908927729
2016-05-14,3.57,6.7,239.557,212000.0,192720.7482377189,88496.68346155612
2016-05-21,3.58,6.7,239.557,215000.0,192720.7482377189,89748.99501997438
2016-05-28,3.64,6.7,239.557,217500.0,192720.7482377189,90792.58798532291
2016-06-04,3.66,6.7,240.222,220000.0,194831.54813500465,91581.95335980883
2016-06-11,3.6,6.7,240.222,219900.0,194831.54813500465,91540.32519919075
2016-06-18,3.54,6.7,240.222,223358.0,194831.54813500465,92979.82699336446
2016-06-25,3.56,6.7,240.222,223000.0,194831.54813500465,92830.79817835169
2016-07-02,3.48,6.7,240.222,225000.0,196455.7679516947,93663.36139071359
2016-07-09,3.41,6.8,240.101,220000.0,196455.7679516947,91628.10650517908
2016-07-16,3.42,6.8,240.101,222000.0,196455.7679516947,92461.08929158979
2016-07-23,3.45,6.8,240.101,219900.0,196455.7679516947,91586.45736585853
2016-07-30,3.48,6.8,240.101,220000.0,196455.7679516947,91628.10650517908
2016-08-06,3.43,6.8,240.545,218000.0,197562.54957236696,90627.53330977572
2016-08-13,3.45,6.8,240.545,218685.0,197562.54957236696,90912.30331123076
2016-08-20,3.43,6.8,240.545,219900.0,197562.54957236696,91417.4063065123
2016-08-27,3.43,6.8,240.545,218000.0,197562.54957236696,90627.53330977572
2016-09-03,3.46,6.8,241.176,217000.0,198240.8865375957,89975.7853186055
2016-09-10,3.44,6.8,241.176,215000.0,198240.8865375957,89146.51540783494
2016-09-17,3.5,6.8,241.176,215000.0,198240.8865375957,89146.51540783494
2016-09-24,3.48,6.8,241.176,214235.0,198240.8865375957,88829.31966696521
2016-10-01,3.42,6.8,241.176,215000.0,198593.6539039372,89146.51540783494
2016-10-08,3.42,6.9,241.741,212000.0,198593.6539039372,87697.16349316003
2016-10-15,3.47,6.9,241.741,214000.0,198593.6539039372,88524.49522422758
2016-10-22,3.52,6.9,241.741,212900.0,198593.6539039372,88069.46277214042
2016-10-29,3.47,6.9,241.741,215000.0,198593.6539039372,88938.16108976136
2016-11-05,3.54,6.9,242.026,210500.0,198718.5424857604,86974.12674671315
2016-11-12,3.57,6.9,242.026,212360.0,198718.5424857604,87742.6392205796
2016-11-19,3.94,6.9,242.026,216000.0,198718.5424857604,89246.60986836125
2016-12-03,4.08,6.9,242.637,215000.0,198652.2523398088,88609.73388230155
2016-12-10,4.13,6.9,242.637,213900.0,198652.2523398088,88156.38175546186
2016-12-17,4.16,6.9,242.637,217000.0,198652.2523398088,89434.01047655552
2016-12-24,4.3,6.9,242.637,212000.0,198652.2523398088,87373.3189909206
2016-12-31,4.32,6.9,242.637,210000.0,198652.2523398088,86549.04239666663
2017-01-07,4.2,7.0,243.618,210000.0,198365.9397778289,86200.52705465115
2017-01-14,4.12,7.0,243.618,213500.0,198365.9397778289,87637.20250556199
2017-01-21,4.09,7.0,243.618,210000.0,198365.9397778289,86200.52705465115
2017-01-28,4.19,7.0,243.618,207000.0,198365.9397778289,84969.09095387041
2017-02-04,4.19,7.0,244.006,206900.0,198943.6648553343,84792.99689351901
2017-02-11,4.17,7.0,244.006,205000.0,198943.6648553343,84014.32751653648
2017-02-18,4.15,7.0,244.006,210000.0,198943.6648553343,86063.45745596419
2017-02-25,4.16,7.0,244.006,210000.0,198943.6648553343,86063.45745596419
2017-03-04,4.1,7.0,243.892,215000.0,200515.25858268695,88153.7729814836
2017-03-11,4.21,7.0,243.892,212000.0,200515.25858268695,86923.72033523035
2017-03-18,4.3,7.0,243.892,215000.0,200515.25858268695,88153.7729814836
2017-03-25,4.23,7.0,243.892,215000.0,200515.25858268695,88153.7729814836
2017-04-01,4.14,7.0,243.892,219750.0,203031.8476376988,90101.35633805126
2017-04-08,4.1,7.3,244.193,218500.0,203031.8476376988,89478.40437686583
2017-04-15,4.08,7.3,244.193,223000.0,203031.8476376988,91321.20904366627
2017-04-22,3.97,7.3,244.193,219900.0,203031.8476376988,90051.72138431486
2017-04-29,4.03,7.3,244.193,225000.0,203031.8476376988,92140.23334002202
2017-05-06,4.02,7.3,244.004,222500.0,205493.6937888019,91187.02972082426
2017-05-13,4.05,7.3,244.004,224000.0,205493.6937888019,91801.77374141409
2017-05-20,4.02,7.3,244.004,226000.0,205493.6937888019,92621.43243553385
2017-05-27,3.95,7.3,244.004,228000.0,205493.6937888019,93441.09112965362
2017-06-03,3.94,7.3,244.163,230000.0,207956.84204870707,94199.36681643
2017-06-10,3.89,7.3,244.163,232000.0,207956.84204870707,95018.49174526852
2017-06-17,3.91,7.3,244.163,235000.0,207956.84204870707,96247.1791385263
2017-06-24,3.9,7.3,244.163,232000.0,207956.84204870707,95018.49174526852
2017-07-01,3.88,7.3,244.163,239900.0,209994.62539512684,98254.0352141807
2017-07-08,3.96,7.5,244.243,230000.0,209994.62539512684,94168.51250598789
2017-07-15,4.03,7.5,244.243,235000.0,209994.62539512684,96215.65408220502
2017-07-22,3.96,7.5,244.243,232000.0,209994.62539512684,94987.36913647474
2017-07-29,3.92,7.5,244.243,233000.0,209994.62539512684,95396.79745171817
2017-08-05,3.93,7.5,245.183,230000.0,211182.4542956749,93807.48257424046
2017-08-12,3.9,7.5,245.183,230000.0,211182.4542956749,93807.48257424046
2017-08-19,3.89,7.5,245.183,232000.0,211182.4542956749,94623.19981401647
2017-08-26,3.86,7.5,245.183,230000.0,211182.4542956749,93807.48257424046
2017-09-02,3.82,7.5,245.183,230000.0,211981.7241500652,93807.48257424046
2017-09-09,3.78,7.5,246.435,225000.0,211981.7241500652,91301.96603566864
2017-09-16,3.78,7.5,246.435,228500.0,211981.7241500652,92722.21884066792
2017-09-23,3.83,7.5,246.435,226000.0,211981.7241500652,91707.75255138271
2017-09-30,3.83,7.5,246.435,228000.0,211981.7241500652,92519.32558281088
2017-10-07,3.85,6.9,246.626,222000.0,212599.67759418828,90014.84028447933
2017-10-14,3.91,6.9,246.626,225000.0,212599.67759418828,91231.2570450804
2017-10-21,3.88,6.9,246.626,225000.0,212599.67759418828,91231.2570450804
2017-10-28,3.94,6.9,246.626,225000.0,212599.67759418828,91231.2570450804
2017-11-04,3.94,6.9,247.284,225000.0,212721.25727610863,90988.49905371961
2017-11-11,3.9,6.9,247.284,224500.0,212721.25727610863,90786.30238915578
2017-11-18,3.95,6.9,247.284,228000.0,212721.25727610863,92201.67904110254
2017-12-02,3.9,6.9,247.284,229000.0,212724.00804244276,92606.07237023019
2017-12-09,3.94,6.9,247.805,225000.0,212724.00804244276,90797.19941082706
2017-12-16,3.93,6.9,247.805,227500.0,212724.00804244276,91806.05718205847
2017-12-23,3.94,6.9,247.805,225000.0,212724.00804244276,90797.19941082706
2017-12-30,3.99,6.9,247.805,227000.0,212724.00804244276,91604.28562781219
2018-01-06,3.95,7.0,248.859,220000.0,212545.09002927647,88403.47345283875
2018-01-13,3.99,7.0,248.859,225000.0,212545.09002927647,90412.64330403964
2018-01-20,4.04,7.0,248.859,227000.0,212545.09002927647,91216.31124452
2018-01-27,4.15,7.0,248.859,220000.0,212545.09002927647,88403.47345283875
2018-02-03,4.22,7.0,249.529,222719.0,212774.2620565044,89255.75784778524
2018-02-10,4.32,7.0,249.529,225000.0,212774.2620565044,90169.88005402178
2018-02-17,4.38,7.0,249.529,228000.0,212774.2620565044,91372.14512140873
2018-02-24,4.4,7.0,249.529,225000.0,212774.2620565044,90169.88005402178
2018-03-03,4.43,7.0,249.577,230000.0,215003.9507414851,92155.92782988817
2018-03-10,4.46,7.0,249.577,229900.0,215003.9507414851,92115.86003517953
2018-03-17,4.44,7.0,249.577,232000.0,215003.9507414851,92957.28372406111
2018-03-24,4.45,7.0,249.577,230000.0,215003.9507414851,92155.92782988817
2018-03-31,4.44,7.0,249.577,238500.0,215003.9507414851,95561.69038012317
2018-04-07,4.4,6.8,250.227,230000.0,217107.61664598077,91916.53978187806
2018-04-14,4.42,6.8,250.227,236000.0,217107.61664598077,94314.36255879661
2018-04-21,4.47,6.8,250.227,235000.0,217107.61664598077,93914.72542931019
2018-04-28,4.58,6.8,250.227,237000.0,217107.61664598077,94713.99968828303
2018-05-05,4.55,6.8,250.792,238000.0,219760.1313859526,94899.35883122268
2018-05-12,4.55,6.8,250.792,237500.0,219760.1313859526,94699.99043031676
2018-05-19,4.61,6.8,250.792,240000.0,219760.1313859526,95696.83243484641
2018-05-26,4.66,6.8,250.792,240000.0,219760.1313859526,95696.83243484641
2018-06-02,4.56,6.8,250.792,245000.0,222077.8267449941,97690.51644390571
2018-06-09,4.54,6.8,251.018,242000.0,222077.8267449941,96407.42894931838
2018-06-16,4.62,6.8,251.018,247000.0,222077.8267449941,98399.31797719686
2018-06-23,4.57,6.8,251.018,247000.0,222077.8267449941,98399.31797719686
2018-06-30,4.55,6.8,251.018,250000.0,222077.8267449941,99594.45139392394
2018-07-07,4.52,7.1,251.214,240000.0,224842.9951114496,95536.07681100577
2018-07-14,4.53,7.1,251.214,245000.0,224842.9951114496,97526.41174456837
2018-07-21,4.52,7.1,251.214,242554.0,224842.9951114496,96552.73989506955
2018-07-28,4.54,7.1,251.214,242734.0,224842.9951114496,96624.3919526778
2018-08-04,4.6,7.1,251.663,241000.0,225851.302147688,95762.98462626607
2018-08-11,4.59,7.1,251.663,240000.0,225851.302147688,95365.62784358447
2018-08-18,4.53,7.1,251.663,240000.0,225851.302147688,95365.62784358447
2018-08-25,4.51,7.1,251.663,239900.0,225851.302147688,95325.89216531631
2018-09-01,4.52,7.1,251.663,239900.0,226304.477616021,95325.89216531631
2018-09-08,4.54,7.1,252.182,234500.0,226304.477616021,92988.39726863932
2018-09-15,4.6,7.1,252.182,235000.0,226304.477616021,93186.6667724104
2018-09-22,4.65,7.1,252.182,235000.0,226304.477616021,93186.6667724104
2018-09-29,4.72,7.1,252.182,235000.0,226304.477616021,93186.6667724104
2018-10-06,4.71,6.6,252.772,230000.0,225936.74895835487,90991.0907853718
2018-10-13,4.9,6.6,252.772,232000.0,225936.74895835487,91782.31766176634
2018-10-20,4.85,6.6,252.772,235000.0,225936.74895835487,92969.15797635814
2018-10-27,4.86,6.6,252.772,231500.0,225936.74895835487,91584.51094266771
2018-11-03,4.83,6.6,252.594,234900.0,225481.41305279604,92995.08301859902
2018-11-10,4.94,6.6,252.594,232000.0,225481.41305279604,91846.99557392496
2018-11-17,4.94,6.6,252.594,236000.0,225481.41305279604,93430.56446313055
2018-12-01,4.81,6.6,252.594,235000.0,225127.0634548405,93034.67224082917
2018-12-08,4.75,6.6,252.767,230200.0,225127.0634548405,91072.01493865892
2018-12-15,4.63,6.6,252.767,235000.0,225127.0634548405,92970.99700514703
2018-12-22,4.62,6.6,252.767,230000.0,225127.0634548405,90992.89068588859
2018-12-29,4.55,6.6,252.767,233000.0,225127.0634548405,92179.75447744365
2019-01-05,4.51,7.0,252.718,229990.0,224670.9039206332,91006.57650028887
2019-01-12,4.45,7.0,252.718,234900.0,224670.9039206332,92949.45354110115
2019-01-19,4.45,7.0,252.718,233000.0,224670.9039206332,92197.62739496198
2019-01-26,4.45,7.0,252.718,228000.0,224670.9039206332,90219.13753670099
2019-02-02,4.46,7.0,252.718,233000.0,225078.5429789377,92197.62739496198
2019-02-09,4.41,7.0,253.322,225000.0,225078.5429789377,88819.7629893969
2019-02-16,4.37,7.0,253.322,230000.0,225078.5429789377,90793.53550027238
2019-02-23,4.35,7.0,253.322,232000.0,225078.5429789377,91583.04450462257
2019-03-02,4.35,7.0,253.322,239000.0,226735.8065686342,94346.32601984826
2019-03-09,4.41,7.0,254.202,235000.0,226735.8065686342,92446.16486101603
2019-03-16,4.31,7.0,254.202,239500.0,226735.8065686342,94216.4105711206
2019-03-23,4.28,7.0,254.202,238000.0,226735.8065686342,93626.32866775242
2019-03-30,4.06,7.0,254.202,244000.0,226735.8065686342,95986.65628122517
2019-04-06,4.08,6.8,255.211,238500.0,228682.26749760783,93452.08474556346
2019-04-13,4.12,6.8,255.211,244000.0,228682.26749760783,95607.16426799785
2019-04-20,4.17,6.8,255.211,246500.0,228682.26749760783,96586.74586910437
2019-04-27,4.2,6.8,255.211,243000.0,228682.26749760783,95215.33162755524
2019-05-04,4.14,6.8,255.29,250000.0,230966.47983681376,97927.84676250539
2019-05-11,4.1,6.8,255.29,249500.0,230966.47983681376,97731.99106898038
2019-05-18,4.07,6.8,255.29,250000.0,230966.47983681376,97927.84676250539
2019-05-25,4.06,6.8,255.29,250000.0,230966.47983681376,97927.84676250539
2019-06-01,3.99,6.8,255.29,259000.0,233578.7770818699,101453.24924595558
2019-06-08,3.82,6.8,255.159,254900.0,233578.7770818699,99898.4946641114
2019-06-15,3.82,6.8,255.159,258000.0,233578.7770818699,101113.42339482441
2019-06-22,3.84,6.8,255.159,257500.0,233578.7770818699,100917.46714793521
2019-06-29,3.73,6.8,255.159,260000.0,233578.7770818699,101897.24838238119
2019-07-13,3.75,6.8,255.685,255000.0,235481.72545246888,99732.09222285234
2019-07-20,3.81,6.8,255.685,257000.0,235481.72545246888,100514.30471087471
2019-07-27,3.75,6.8,255.685,255000.0,235481.72545246888,99732.09222285234
2019-08-03,3.75,6.8,256.059,255000.0,236488.6732127501,99586.42344147246
2019-08-10,3.6,6.8,256.059,250000.0,236488.6732127501,97633.74847203182
2019-08-17,3.6,6.8,256.059,255000.0,236488.6732127501,99586.42344147246
2019-08-24,3.55,6.8,256.059,252500.0,236488.6732127501,98610.08595675214
2019-08-31,3.58,6.8,256.059,255000.0,236488.6732127501,99586.42344147246
2019-09-07,3.49,6.8,256.511,249000.0,236856.69727632447,97071.86046602289
2019-09-14,3.56,6.8,256.511,250000.0,236856.69727632447,97461.7072952037
2019-09-21,3.73,6.8,256.511,249900.0,236856.69727632447,97422.72261228562
2019-09-28,3.64,6.8,256.511,250000.0,236856.69727632447,97461.7072952037
2019-10-05,3.65,6.4,257.244,250000.0,237257.3086983084,97183.99651692554
2019-10-12,3.57,6.4,257.244,250000.0,237257.3086983084,97183.99651692554
2019-10-19,3.69,6.4,257.244,250000.0,237257.3086983084,97183.99651692554
2019-10-26,3.75,6.4,257.244,249900.0,237257.3086983084,97145.12291831878
2019-11-02,3.78,6.4,257.244,250000.0,237671.90635013455,97183.99651692554
2019-11-09,3.69,6.4,257.803,246000.0,237671.90635013455,95421.69796317344
2019-11-16,3.75,6.4,257.803,250000.0,237671.90635013455,96973.27028777788
2019-11-23,3.66,6.4,257.803,250000.0,237671.90635013455,96973.27028777788
2019-12-07,3.68,6.4,258.616,251500.0,237563.20731074468,97248.43010486591
2019-12-14,3.73,6.4,258.616,253000.0,237563.20731074468,97828.44062238996
2019-12-21,3.73,6.4,258.616,252950.0,237563.20731074468,97809.10693847248
2019-12-28,3.74,6.4,258.616,249900.0,237563.20731074468,96629.75221950692
2020-01-04,3.72,6.6,259.037,249000.0,237710.6573842684,96125.26395843066
2020-01-11,3.64,6.6,259.037,249000.0,237710.6573842684,96125.26395843066
2020-01-18,3.65,6.6,259.037,250000.0,237710.6573842684,96511.3091952115
2020-01-25,3.6,6.6,259.037,240000.0,237710.6573842684,92650.85682740304
2020-02-01,3.51,6.6,259.037,247500.0,238416.42773153112,95546.19610325938
2020-02-08,3.45,6.6,259.248,245000.0,238416.42773153112,94504.1041782386
2020-02-15,3.47,6.6,259.248,253000.0,238416.42773153112,97589.95247793618
2020-02-22,3.49,6.6,259.248,250000.0,238416.42773153112,96432.75936554959
2020-02-29,3.45,6.6,259.248,255000.0,238416.42773153112,98361.41455286059
2020-03-07,3.29,6.6,258.124,253095.0,240458.40378249853,98051.71158048068
2020-03-14,3.36,6.6,258.124,257000.0,240458.40378249853,99564.55037113944
2020-03-21,3.65,6.6,258.124,260000.0,240458.40378249853,100726.78247663913
2020-03-28,3.5,6.6,258.124,265000.0,240458.40378249853,102663.83598580526
2020-04-04,3.33,5.7,256.092,262000.0,242740.35802797347,102306.98342783064
2020-04-11,3.33,5.7,256.092,263800.0,242740.35802797347,103009.85583306
2020-04-18,3.31,5.7,256.092,260000.0,242740.35802797347,101526.01408868689
2020-04-25,3.33,5.7,256.092,259000.0,242740.35802797347,101135.52941911502
2020-05-02,3.23,5.7,256.092,259500.0,244290.6128254321,101330.77175390095
2020-05-09,3.26,5.7,255.868,252500.0,244290.6128254321,98683.69628089483
2020-05-16,3.28,5.7,255.868,255000.0,244290.6128254321,99660.76258070568
2020-05-23,3.24,5.7,255.868,255000.0,244290.6128254321,99660.76258070568
2020-05-30,3.15,5.7,255.868,261000.0,244290.6128254321,102005.7217002517
2020-06-06,3.18,5.7,256.986,260000.0,246424.10196198043,101172.82653529765
2020-06-13,3.21,5.7,256.986,260000.0,246424.10196198043,101172.82653529765
2020-06-20,3.13,5.7,256.986,268000.0,246424.10196198043,104285.83658253758
2020-06-27,3.13,5.7,256.986,269000.0,246424.10196198043,104674.96283844257
2020-07-04,3.07,6.4,258.278,277000.0,249519.0026300015,107248.77844802887
2020-07-11,3.03,6.4,258.278,273000.0,249519.0026300015,105700.05962567465
2020-07-18,2.98,6.4,258.278,279000.0,249519.0026300015,108023.13785920596
2020-07-25,3.01,6.4,258.278,276600.0,249519.0026300015,107093.90656579344
2020-08-01,2.99,6.4,258.278,281500.0,252398.6521058184,108991.08712317733
2020-08-08,2.88,6.4,259.411,277000.0,252398.6521058184,106780.36012351056
2020-08-15,2.96,6.4,259.411,280000.0,252398.6521058184,107936.82611762802
2020-08-22,2.99,6.4,259.411,280000.0,252398.6521058184,107936.82611762802
2020-08-29,2.91,6.4,259.411,282425.0,252398.6521058184,108871.63612953962
2020-09-05,2.93,6.4,260.029,280000.0,256160.62698571032,107680.29719762025
2020-09-12,2.86,6.4,260.029,282500.0,256160.62698571032,108641.72842259902
2020-09-19,2.87,6.4,260.029,285000.0,256160.62698571032,109603.15964757776
2020-09-26,2.9,6.4,260.029,282000.0,256160.62698571032,108449.44217760325
2020-10-03,2.88,6.5,260.286,285000.0,258906.7947088038,109494.9401811853
2020-10-10,2.87,6.5,260.286,280000.0,258906.7947088038,107573.9763183575
2020-10-17,2.81,6.5,260.286,285000.0,258906.7947088038,109494.9401811853
2020-10-24,2.8,6.5,260.286,285000.0,258906.7947088038,109494.9401811853
2020-10-31,2.81,6.5,260.286,290000.0,258906.7947088038,111415.90404401314
2020-11-07,2.78,6.5,260.813,285000.0,261595.694296642,109273.69417935456
2020-11-14,2.84,6.5,260.813,285000.0,261595.694296642,109273.69417935456
2020-11-21,2.72,6.5,260.813,289000.0,261595.694296642,110807.36006257357
2020-12-05,2.71,6.5,262.035,289000.0,263790.649470644,110290.61003301086
2020-12-12,2.71,6.5,262.035,284000.0,263790.649470644,108382.46799091724
2020-12-19,2.67,6.5,262.035,285000.0,263790.649470644,108764.09639933595
2020-12-26,2.66,6.5,262.035,283000.0,263790.649470644,108000.83958249852
2021-01-02,2.67,6.5,262.035,280000.0,265254.7836858032,106855.95435724236
2021-01-09,2.65,6.8,262.65,280000.0,265254.7836858032,106605.74909575483
2021-01-16,2.79,6.8,262.65,283000.0,265254.7836858032,107747.95355035219
2021-01-23,2.77,6.8,262.65,277000.0,265254.7836858032,105463.54464115744
2021-01-30,2.73,6.8,262.65,279000.0,265254.7836858032,106225.01427755569
2021-02-06,2.73,6.8,263.638,275500.0,268397.29402418947,104499.35138333627
2021-02-13,2.73,6.8,263.638,280000.0,268397.29402418947,106206.23734059582
2021-02-20,2.81,6.8,263.638,291000.0,268397.29402418947,110378.62523611923
2021-02-27,2.97,6.8,263.638,290000.0,268397.29402418947,109999.31724561712
2021-03-06,3.02,6.8,264.914,293000.0,273029.4088078312,110601.93119276446
2021-03-13,3.05,6.8,264.914,290000.0,273029.4088078312,109469.48821126857
2021-03-20,3.09,6.8,264.914,298000.0,273029.4088078312,112489.33616192426
2021-03-27,3.17,6.8,264.914,300000.0,273029.4088078312,113244.29814958817
2021-04-03,3.18,6.2,266.67,310000.0,278642.2474184907,116248.54689316383
2021-04-10,3.13,6.2,266.67,300000.0,278642.2474184907,112498.5937675779
2021-04-17,3.04,6.2,266.67,309500.0,278642.2474184907,116061.04923688454
2021-04-24,2.97,6.2,266.67,309000.0,278642.2474184907,115873.55158060523
2021-05-01,2.98,6.2,266.67,313000.0,286087.82698038203,117373.5328308396
2021-05-08,2.96,6.2,268.444,310000.0,286087.82698038203,115480.32364291995
2021-05-15,2.94,6.2,268.444,315000.0,286087.82698038203,117342.90950812832
2021-05-22,3.0,6.2,268.444,317000.0,286087.82698038203,118087.94385421167
2021-05-29,2.95,6.2,268.444,320000.0,286087.82698038203,119205.4953733367
2021-06-05,2.99,6.2,270.559,320000.0,292996.97418769664,118273.64826156215
2021-06-12,2.96,6.2,270.559,320000.0,292996.97418769664,118273.64826156215
2021-06-19,2.93,6.2,270.559,325000.0,292996.97418769664,120121.67401564907
2021-06-26,3.02,6.2,270.559,323000.0,292996.97418769664,119382.4637140143
2021-07-03,2.98,5.8,271.764,329900.0,297206.2862333985,121392.09019590526
2021-07-10,2.9,5.8,271.764,325000.0,297206.2862333985,119589.0552096672
2021-07-17,2.88,5.8,271.764,326000.0,297206.2862333985,119957.02153338926
2021-07-24,2.78,5.8,271.764,325000.0,297206.2862333985,119589.0552096672
2021-07-31,2.8,5.8,271.764,325000.0,297206.2862333985,119589.0552096672
2021-08-07,2.77,5.8,272.87,325000.0,299091.22881348926,119104.33539780848
2021-08-14,2.87,5.8,272.87,325000.0,299091.22881348926,119104.33539780848
2021-08-21,2.86,5.8,272.87,325000.0,299091.22881348926,119104.33539780848
2021-08-28,2.87,5.8,272.87,320100.0,299091.22881348926,117308.60849488768
2021-09-04,2.87,5.8,274.028,325000.0,300114.00080375373,118601.01887398366
2021-09-11,2.88,5.8,274.028,325000.0,300114.00080375373,118601.01887398366
2021-09-18,2.86,5.8,274.028,325000.0,300114.00080375373,118601.01887398366
2021-09-25,2.88,5.8,274.028,319000.0,300114.00080375373,116411.46160246397
2021-10-02,3.01,5.8,274.028,324900.0,301691.8676408848,118564.52625279166
2021-10-09,2.99,5.6,276.522,320000.0,301691.8676408848,115723.16126745794
2021-10-16,3.05,5.6,276.522,325000.0,301691.8676408848,117531.33566226195
2021-10-23,3.09,5.6,276.522,325000.0,301691.8676408848,117531.33566226195
2021-10-30,3.14,5.6,276.522,325000.0,301691.8676408848,117531.33566226195
2021-11-06,3.09,5.6,278.711,320000.0,304052.14980701474,114814.26997857995
2021-11-20,3.1,5.6,278.711,329900.0,304052.14980701474,118366.33645604226
2021-12-04,3.11,5.6,280.887,330000.0,305664.2132952683,117484.96726441594
